"Date Of Stop","Month Of Stop","Year Of Stop","Time Of Stop","Time Period","Description","Belts","Personal Injury","Commercial License","Commercial Vehicle","Vehicle Type","Year","Make","Model","Color","Race","Gender"
"09/20/2016","09","2016","01:43:00","01-02","DRIVER CHANGING LANES WHEN UNSAFE","Yes","No","No","No","02 - Automobile","2016","FORD","4S","GRAY","BLACK","M"
"07/19/2016","07","2016","07:58:00","07-08","OPERATOR FAILED TO PROPERLY USE SEAT BELT","No","No","No","No","02 - Automobile","2016","NISSAN","ALTIMA","GRAY","BLACK","M"
"07/21/2016","07","2016","22:48:00","22-23","FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.","No","No","No","No","02 - Automobile","2016","JEEP","COMPASS","GRAY","BLACK","M"
"04/09/2016","04","2016","01:17:00","01-02","FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.","No","No","No","No","02 - Automobile","2016","FORD","EDGE","SILVER","ASIAN","F"
"07/27/2016","07","2016","21:26:00","21-22","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2016","JEEP","GRAND CHEROKEE","BLACK","ASIAN","M"
"02/29/2016","02","2016","13:16:00","13-14","EXCEEDING MAXIMUM SPEED: 59 MPH IN A POSTED 40 MPH ZONE","No","No","No","No","06 - Heavy Duty Truck","2016","CHEVY","SUBURBRN","BLACK","BLACK","M"
"03/15/2016","03","2016","22:07:00","22-23","DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS","No","No","No","No","02 - Automobile","2016","NISSAN","ALTIMA","RED","WHITE","M"
"03/15/2016","03","2016","22:07:00","22-23","FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED","No","No","No","No","02 - Automobile","2016","NISSAN","ALTIMA","RED","WHITE","M"
"03/15/2016","03","2016","22:07:00","22-23","RT. TURN FROM IMPROPER ROAD POSITION","No","No","No","No","02 - Automobile","2016","NISSAN","ALTIMA","RED","WHITE","M"
"03/15/2016","03","2016","22:07:00","22-23","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2016","NISSAN","ALTIMA","RED","WHITE","M"
"10/29/2015","10","2015","20:54:00","20-21","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED","No","No","No","No","02 - Automobile","2016","HYUNDAI","VELOSTER","BLACK","OTHER","M"
"10/29/2015","10","2015","20:54:00","20-21","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2016","HYUNDAI","VELOSTER","BLACK","OTHER","M"
"02/29/2016","02","2016","21:41:00","21-22","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2016","HYUN","ACCENT","GRAY","WHITE","F"
"02/29/2016","02","2016","21:41:00","21-22","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2016","HYUN","ACCENT","GRAY","WHITE","F"
"02/29/2016","02","2016","21:41:00","21-22","LEFT TURN FROM IMPROPER ROAD POSITION","No","No","No","No","02 - Automobile","2016","HYUN","ACCENT","GRAY","WHITE","F"
"02/17/2016","02","2016","20:50:00","20-21","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2016","HYUNDAI","ACCENT","GRAY","WHITE","M"
"02/17/2016","02","2016","20:50:00","20-21","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2016","HYUNDAI","ACCENT","GRAY","WHITE","M"
"03/01/2016","03","2016","10:35:00","10-11","FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM FOREIGN MATERIALS","No","No","No","No","02 - Automobile","2016","JEEP","TK","WHITE","WHITE","F"
"01/13/2016","01","2016","21:09:00","21-22","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2016","FORD","FUSION","GRAY","WHITE","M"
"12/29/2015","12","2015","12:19:00","12-13","DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT","No","No","No","No","02 - Automobile","2016","JEEP","4X4","BLACK","BLACK","F"
"12/29/2015","12","2015","12:19:00","12-13","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2016","JEEP","4X4","BLACK","BLACK","F"
"12/29/2015","12","2015","12:19:00","12-13","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2016","JEEP","4X4","BLACK","BLACK","F"
"02/22/2016","02","2016","21:40:00","21-22","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2016","FORD","FUSION","SILVER","BLACK","M"
"02/22/2016","02","2016","21:40:00","21-22","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2016","FORD","FUSION","SILVER","BLACK","M"
"02/22/2016","02","2016","21:40:00","21-22","FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.","No","No","No","No","02 - Automobile","2016","FORD","FUSION","SILVER","BLACK","M"
"02/01/2016","02","2016","22:09:00","22-23","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2016","FORD","FUSION","WHITE","ASIAN","M"
"12/25/2016","12","2016","20:37:00","20-21","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2016","JEEP","4X4","BLACK","WHITE","F"
"01/01/2017","01","2017","04:08:00","04-05","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2016","DODGE","CHALLENGER 2D","SILVER","BLACK","M"
"01/05/2017","01","2017","08:14:00","08-09","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION","No","No","No","No","02 - Automobile","2016","VOLKS","4D","SILVER","WHITE","F"
"01/05/2017","01","2017","08:14:00","08-09","DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT","No","No","No","No","02 - Automobile","2016","VOLKS","4D","SILVER","WHITE","F"
"01/05/2017","01","2017","08:14:00","08-09","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2016","VOLKS","4D","SILVER","WHITE","F"
"01/16/2017","01","2017","23:29:00","23-24","EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH","No","No","No","No","02 - Automobile","2016","CHEV","CRUZE","BLACK","WHITE","M"
"02/04/2017","02","2017","19:52:00","19-20","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH","No","No","No","No","03 - Station Wagon","2016","ACURA","ILX","WHITE","WHITE","F"
"02/04/2017","02","2017","22:39:00","22-23","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","No","No","No","No","02 - Automobile","2016","NISSAN","SENTRA","SILVER","BLACK","M"
"02/04/2017","02","2017","22:39:00","22-23","DRIVING WHILE IMPAIRED BY ALCOHOL","No","No","No","No","02 - Automobile","2016","NISSAN","SENTRA","SILVER","BLACK","M"
"02/11/2017","02","2017","21:28:00","21-22","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2016","HYUNDAI","4S","GRAY","OTHER","F"
"03/07/2017","03","2017","08:50:00","08-09","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2016","BUICK","ENCLAVE","BLUE, DARK","WHITE","M"
"03/09/2017","03","2017","08:31:00","08-09","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","03 - Station Wagon","2016","NISSAN","ROGUE","WHITE","HISPANIC","M"
"03/09/2017","03","2017","08:31:00","08-09","HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION","No","No","No","No","03 - Station Wagon","2016","NISSAN","ROGUE","WHITE","HISPANIC","M"
"03/20/2017","03","2017","14:34:00","14-15","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2016","NISSAN","SENTRA","BLUE","BLACK","M"
"03/20/2017","03","2017","14:34:00","14-15","DRIVER MAKING PROHIBITED U-TURN ON CREST OF GRADE","No","No","No","No","02 - Automobile","2016","NISSAN","SENTRA","BLUE","BLACK","M"
"03/25/2017","03","2017","18:08:00","18-19","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 49 MPH IN A POSTED 30 MPH ZONE","No","No","No","No","02 - Automobile","2016","NISSAN","SENTRA","BLUE","BLACK","M"
"03/25/2017","03","2017","14:28:00","14-15","EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH","No","No","No","No","02 - Automobile","2016","NISSAN","VERSA","GRAY","BLACK","F"
"03/25/2017","03","2017","22:01:00","22-23","MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT","No","No","Yes","No","02 - Automobile","2016","NISSAN","PATHFINDER","SILVER","BLACK","M"
"03/25/2017","03","2017","22:01:00","22-23","FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE","No","No","Yes","No","02 - Automobile","2016","NISSAN","PATHFINDER","SILVER","BLACK","M"
"03/30/2017","03","2017","23:11:00","23-24","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","05 - Light Duty Truck","2016","KIA","SPORTAGE","BLUE","BLACK","M"
"03/30/2017","03","2017","23:11:00","23-24","EXCEEDING POSTED MAXIMUM SPEED LIMIT: 47 MPH IN A POSTED 30 MPH ZONE","No","No","No","No","05 - Light Duty Truck","2016","KIA","SPORTAGE","BLUE","BLACK","M"
"04/04/2017","04","2017","23:16:00","23-24","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2016","FORD","4D","RED","WHITE","F"
"04/08/2017","04","2017","23:38:00","23-24","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2016","NISSAN","ROUGE","BLACK","OTHER","M"
"04/08/2017","04","2017","23:38:00","23-24","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2016","NISSAN","ROUGE","BLACK","OTHER","M"
"04/14/2017","04","2017","17:20:00","17-18","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","No","No","No","No","02 - Automobile","2016","HONDA","4D","BLACK","BLACK","F"
"04/18/2017","04","2017","17:09:00","17-18","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2016","HOND","CIVIC","RED","BLACK","F"
"09/04/2015","09","2015","00:11:00","00-01","HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION","No","No","No","No","02 - Automobile","2015","DODGE","TK","WHITE","HISPANIC","M"
"12/01/2016","12","2016","11:28:00","11-12","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2015","JEEP","SUV","WHITE","WHITE","F"
"12/01/2016","12","2016","11:28:00","11-12","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2015","JEEP","SUV","WHITE","WHITE","F"
"07/25/2015","07","2015","14:21:00","14-15","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","Yes","No","No","No","02 - Automobile","2015","DODGE","JOURNEY","BLUE","BLACK","M"
"07/25/2015","07","2015","14:21:00","14-15","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION","Yes","No","No","No","02 - Automobile","2015","DODGE","JOURNEY","BLUE","BLACK","M"
"07/25/2015","07","2015","14:21:00","14-15","FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED PROPERTY DAMAGE ACCIDENT","Yes","No","No","No","02 - Automobile","2015","DODGE","JOURNEY","BLUE","BLACK","M"
"07/25/2015","07","2015","14:21:00","14-15","ATTEMPT BY DRIVER TO ELUDE UNIFORMED POLICE BY FLEEING ON FOOT","Yes","No","No","No","02 - Automobile","2015","DODGE","JOURNEY","BLUE","BLACK","M"
"07/25/2015","07","2015","14:21:00","14-15","WILLFULLY DISOBEYING LAWFUL ORDER AND DIRECTION OF POLICE OFFICER","Yes","No","No","No","02 - Automobile","2015","DODGE","JOURNEY","BLUE","BLACK","M"
"12/08/2014","12","2014","20:47:00","20-21","EXCEEDING MAXIMUM SPEED: 79 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2015","HYUNDI","ELANTRA","WHITE","BLACK","M"
"03/08/2016","03","2016","01:31:00","01-02","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2015","NISSAN","VERSA","GRAY","WHITE","M"
"03/08/2016","03","2016","01:31:00","01-02","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2015","NISSAN","VERSA","GRAY","WHITE","M"
"03/08/2016","03","2016","01:31:00","01-02","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2015","NISSAN","VERSA","GRAY","WHITE","M"
"03/08/2016","03","2016","01:31:00","01-02","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2015","NISSAN","VERSA","GRAY","WHITE","M"
"07/19/2015","07","2015","14:04:00","14-15","DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2015","DODGE","DART","GRAY","BLACK","M"
"08/07/2015","08","2015","22:35:00","22-23","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","03 - Station Wagon","2015","CHEVY","EQUI","BLACK","BLACK","M"
"08/07/2015","08","2015","22:35:00","22-23","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","03 - Station Wagon","2015","CHEVY","EQUI","BLACK","BLACK","M"
"08/07/2015","08","2015","22:35:00","22-23","DRIVING  TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","03 - Station Wagon","2015","CHEVY","EQUI","BLACK","BLACK","M"
"08/07/2015","08","2015","22:35:00","22-23","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","03 - Station Wagon","2015","CHEVY","EQUI","BLACK","BLACK","M"
"08/07/2015","08","2015","22:35:00","22-23","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","03 - Station Wagon","2015","CHEVY","EQUI","BLACK","BLACK","M"
"10/17/2014","10","2014","18:13:00","18-19","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","02 - Automobile","2015","BUICK","LACROSSE","GRAY","WHITE","F"
"05/03/2014","05","2014","14:57:00","14-15","FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.","No","No","No","No","02 - Automobile","2015","SUBAR","STI","WHITE","BLACK","M"
"11/04/2014","11","2014","10:19:00","10-11","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","03 - Station Wagon","2015","BMW","320I","BLACK","OTHER","F"
"09/17/2015","09","2015","22:58:00","22-23","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2015","CHEVROLET","CRUZE","GRAY","HISPANIC","F"
"09/17/2015","09","2015","22:58:00","22-23","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2015","CHEVROLET","CRUZE","GRAY","HISPANIC","F"
"02/03/2015","02","2015","21:43:00","21-22","EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 35 MPH ZONE","No","No","No","No","02 - Automobile","2015","BMW","2D","BLACK","WHITE","M"
"06/21/2015","06","2015","01:25:00","01-02","PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT","No","No","No","No","02 - Automobile","2015","KIA","OPTIMA","RED","HISPANIC","F"
"06/21/2015","06","2015","01:26:00","01-02","PASSENGER AGE 16 OR MORE IN REAR SEAT OF MOTOR VEHICLE W/O SEAT BELT RESTRAINT SECONDARY ACTION","No","No","No","No","02 - Automobile","2015","KIA","OPTIMA","RED","HISPANIC","F"
"08/27/2015","08","2015","23:31:00","23-24","DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL OR AT STEADY RED ARROW SIGNAL","No","No","No","No","02 - Automobile","2015","JEEP","LIMITED","GRAY","WHITE","M"
"11/21/2015","11","2015","00:56:00","00-01","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2015","CHRYSLER","300S","BLACK","WHITE","M"
"11/21/2015","11","2015","00:56:00","00-01","DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING","No","No","No","No","02 - Automobile","2015","CHRYSLER","300S","BLACK","WHITE","M"
"02/04/2016","02","2016","20:24:00","20-21","FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED","No","No","No","No","02 - Automobile","2015","NISSAN","SENTRA","MAROON","BLACK","F"
"02/04/2016","02","2016","20:24:00","20-21","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2015","NISSAN","SENTRA","MAROON","BLACK","F"
"01/02/2016","01","2016","02:39:00","02-03","DRIVING WHILE IMPAIRED BY ALCOHOL","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"01/02/2016","01","2016","02:39:00","02-03","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"01/02/2016","01","2016","02:39:00","02-03","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"01/02/2016","01","2016","02:39:00","02-03","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"01/02/2016","01","2016","02:39:00","02-03","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"01/02/2016","01","2016","02:39:00","02-03","WILLFULLY DISOBEYING LAWFUL ORDER OF A POLICE OFFICER","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"01/02/2016","01","2016","02:39:00","02-03","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"01/02/2016","01","2016","02:39:00","02-03","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","No","No","No","No","02 - Automobile","2015","DODG","CHARGER","BLACK","BLACK","M"
"08/15/2015","08","2015","10:08:00","10-11","EXCEEDING MAXIMUM SPEED: 86 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2015","JEEP","CHEROKEE","SILVER","WHITE","M"
"12/27/2014","12","2014","20:06:00","20-21","EXCEEDING MAXIMUM SPEED: 90 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2015","SUBAR","IMPREZA","BLUE","WHITE","M"
"12/27/2014","12","2014","20:06:00","20-21","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2015","SUBAR","IMPREZA","BLUE","WHITE","M"
"12/27/2014","12","2014","20:06:00","20-21","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY","No","No","No","No","02 - Automobile","2015","SUBAR","IMPREZA","BLUE","WHITE","M"
"12/27/2014","12","2014","20:06:00","20-21","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2015","SUBAR","IMPREZA","BLUE","WHITE","M"
"11/09/2015","11","2015","22:36:00","22-23","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2015","NISSAN","4D","RED","WHITE","M"
"09/04/2014","09","2014","20:46:00","20-21","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION","No","No","No","No","02 - Automobile","2015","FORD","TAURUS","SILVER","WHITE","M"
"09/04/2014","09","2014","20:46:00","20-21","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2015","FORD","TAURUS","SILVER","WHITE","M"
"09/29/2015","09","2015","09:36:00","09-10","FAILURE TO STOP AT STOP SIGN","No","No","No","No","02 - Automobile","2015","JEEP","TK","BLACK","NATIVE AMERICAN","F"
"06/07/2015","06","2015","05:11:00","05-06","EXCEEDING MAXIMUM SPEED: 83 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2015","NISSAN","ALTIMA","RED","ASIAN","M"
"06/07/2015","06","2015","05:11:00","05-06","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2015","NISSAN","ALTIMA","RED","ASIAN","M"
"08/26/2015","08","2015","00:30:00","00-01","DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL","No","No","No","No","02 - Automobile","2015","FORD","ESCAPE","GRAY","HISPANIC","M"
"08/26/2015","08","2015","00:30:00","00-01","DRIVING WHILE IMPAIRED BY ALCOHOL","No","No","No","No","02 - Automobile","2015","FORD","ESCAPE","GRAY","HISPANIC","M"
"08/26/2015","08","2015","00:30:00","00-01","DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE","No","No","No","No","02 - Automobile","2015","FORD","ESCAPE","GRAY","HISPANIC","M"
"08/26/2015","08","2015","00:30:00","00-01","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON","No","No","No","No","02 - Automobile","2015","FORD","ESCAPE","GRAY","HISPANIC","M"
"08/26/2015","08","2015","00:30:00","00-01","RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY","No","No","No","No","02 - Automobile","2015","FORD","ESCAPE","GRAY","HISPANIC","M"
